Nº,Nombre,Total.Por mil ‰
4776,ANA FLOR,106,0.005
4777,CAMILA BELEN,106,0.005
4778,CHRISTEL,106,0.005
4779,CHRISTELLE,106,0.005
4780,CLARA CARMEN,106,0.005
4781,DIANA SOFIA,106,0.005
4782,GEMMA PILAR,106,0.005
4783,GUASIMARA,106,0.005
4784,IDALINA,106,0.005
4785,JANAINA,106,0.005
4786,JUANA CONCEPCION,106,0.005
4787,LAURA DOLORES,106,0.005
4788,LIDIA PILAR,106,0.005
4789,LUCIA INES,106,0.005
4790,MARIA LIRIOS,106,0.005
4791,MARIA MAXIMINA,106,0.005
4792,MARIA SABRINA,106,0.005
4793,MARITA,106,0.005
4794,MARTA GEMA,106,0.005
4795,MIAH,106,0.005
4796,MIREN JOSU,106,0.005
4797,NASIHA,106,0.005
4798,OLGA CECILIA,106,0.005
4799,OLGA ELENA,106,0.005
4800,POLINA,106,0.005
4801,RAMONA CARMEN,106,0.005
4802,TAMIMOUNT,106,0.005
4803,TEIA,106,0.005
4804,TERESA CONCEPCION,106,0.005
4805,TERESA ROCIO,106,0.005
4806,TRACY,106,0.005
4807,YURENA PINO,106,0.005
4808,ZITA,106,0.005
4809,AGAR,105,0.005
4810,ANA DANIELA,105,0.005
4811,CARMEN PALOMA,105,0.005
4812,CLARA TERESA,105,0.005
4813,DRIFA,105,0.005
4814,DUNIA MARIA,105,0.005
4815,ELENA BELEN,105,0.005
4816,ELENA SOFIA,105,0.005
4817,FAINA,105,0.005
4818,HAMIDA,105,0.005
4819,IDAYRA,105,0.005
4820,INA,105,0.005
4821,ISABEL AMPARO,105,0.005
4822,KAIRA,105,0.005
4823,LAUDINA,105,0.005
4824,LAURA MAR,105,0.005
4825,MAILEN,105,0.005
4826,MARGARITA ANGELES,105,0.005
4827,MARIA CARMO,105,0.005
4828,MARIA SUCESO,105,0.005
4829,MARIA YESENIA,105,0.005
4830,MIRACLE,105,0.005
4831,NURIA ESTER,105,0.005
4832,OLGA ROSA,105,0.005
4833,PAOLA CARMEN,105,0.005
4834,REINA ISABEL,105,0.005
4835,TANIA ISABEL,105,0.005
4836,TERESA ANTONIA,105,0.005
4837,TERESA ROSA,105,0.005
4838,VERA MARIA,105,0.005
4839,VICKY,105,0.005
4840,AISSA,104,0.005
4841,ALICIA MERCEDES,104,0.005
4842,BLESSING,104,0.005
4843,CRISTINA INMACULADA,104,0.005
4844,GEMA BELEN,104,0.005
4845,JUANA LUCIA,104,0.005
4846,LUISA ESTHER,104,0.005
4847,LUZ VICTORIA,104,0.005
4848,MARIA IVANA,104,0.005
4849,MARIA RUS,104,0.005
4850,MARTHA INES,104,0.005
4851,MELITONA,104,0.005
4852,MIREN JONE,104,0.005
4853,NELIDA MARIA,104,0.005
4854,NIKA,104,0.005
4855,NORALBA,104,0.005
4856,ROSA EUGENIA,104,0.005
4857,SARA TERESA,104,0.005
4858,SILVIA INES,104,0.005
4859,SUNDUS,104,0.005
4860,TIANA,104,0.005
4861,VICTORIA LUCIA,104,0.005
4862,YERA,104,0.005
4863,ZOILA MARIA,104,0.005
4864,ZUBEROA,104,0.005
4865,ALCAZAR,103,0.005
4866,ALVARA,103,0.005
4867,ANAYA,103,0.005
4868,ANDREA ALEXANDRA,103,0.005
4869,ARIADNA CARMEN,103,0.005
4870,BARBARA ISABEL,103,0.005
4871,BLANCA PATRICIA,103,0.005
4872,CATTLEYA,103,0.005
4873,CLAUDIA VICTORIA,103,0.005
4874,ELENA DOLORES,103,0.005
4875,GLORIA BELEN,103,0.005
4876,ITXARO,103,0.005
4877,JANNET,103,0.005
4878,JENARA,103,0.005
4879,JESSICA ANDREA,103,0.005
4880,LIBORIA,103,0.005
4881,MARIA BERNARDINA,103,0.005
4882,MARIA KARLA,103,0.005
4883,MARTA ROSARIO,103,0.005
4884,OSANE,103,0.005
4885,PATRICIA VICTORIA,103,0.005
4886,RABEA,103,0.005
4887,ROSA MARIA PILAR,103,0.005
4888,SILVIA LORENA,103,0.005
4889,SOFIA ALEXANDRA,103,0.005
4890,ZARAIDA,103,0.005
4891,ACERINA,102,0.005
4892,ADRIANA PILAR,102,0.005
4893,AGURNE,102,0.005
4894,AITHANA,102,0.005
4895,ANNETTE,102,0.005
4896,ARIDIAN,102,0.005
4897,CARMEN OLGA,102,0.005
4898,GABRIELA ESTEFANIA,102,0.005
4899,INDRA,102,0.005
4900,JOSEFA EMILIA,102,0.005
4901,KHAWLA,102,0.005
4902,LISBET,102,0.005
4903,LORETA,102,0.005
4904,LUCIA DOLORES,102,0.005
4905,LUCIA VALENTINA,102,0.005
4906,MANUELA ROSA,102,0.005
4907,MARGARITA DOLORES,102,0.005
4908,MARIA AMOR HERMOSO,102,0.005
4909,MARIA MIREYA,102,0.005
4910,MARIA PINAR,102,0.005
4911,MARIA ROSALINA,102,0.005
4912,MARIA SAN PEDRO,102,0.005
4913,MERCEDES ELENA,102,0.005
4914,MICAELA MARIA,102,0.005
4915,OUMOU,102,0.005
4916,PIETAT,102,0.005
4917,PILAR NIEVES,102,0.005
4918,ROSE MARY,102,0.005
4919,TIRSA,102,0.005
4920,VALERIA SOFIA,102,0.005
4921,YAREL,102,0.005
4922,YOLANDA ESTHER,102,0.005
4923,ALBA VICTORIA,101,0.005
4924,ANGELA BEATRIZ,101,0.005
4925,ARI,101,0.005
4926.BEGOÑA CARMEN,101,0,005
4927,CAROLINA VICTORIA,101,0.005
4928,CATALINA PILAR,101,0.005
4929,CATALINA ROSA,101,0.005
4930,CLAUDIA XIMENA,101,0.005
4931,CRISTINA ROSA,101,0.005
4932,DAYSI,101,0.005
4933,ERIKA PATRICIA,101,0.005
4934,FLORIANA,101,0.005
4935,FRANCISCA ASUNCION,101,0.005
4936,GLORIA LUCIA,101,0.005
4937,HUMBELINA,101,0.005
4938,IMARA,101,0.005
4939,JOSEFA INMACULADA,101,0.005
4940,JUVENTINA,101,0.005
4941,KLOE,101,0.005
4942,LAURA PINO,101,0.005
4943,MARGARITA JESUS,101,0.005
4944,MARIA CARMEN TERESA,101,0.005
4945,MARIA ENCARNACIO,101,0.005
4946,MARIA TERESA CARMEN,101,0.005
4947,MARIA ZENAIDA,101,0.005
4948,MARICRUZ,101,0.005
4949,MARILO,101,0.005
4950,NICOLE ANDREA,101,0.005
4951,ODILIA,101,0.005
4952,OUAFA,101,0.005
4953,PATRICIA ANDREA,101,0.005
4954,RAMIA,101,0.005
4955,SYRA,101,0.005
4956,TERESA JOSEFA,101,0.005
4957,TREMEDAL,101,0.005
4958,VALERIA VALENTINA,101,0.005
4959,VALLIVANA,101,0.005
4960,VICENTA PILAR,101,0.005
4961,WAHIBA,101,0.005
4962,ZAHIA,101,0.005
4963,ALBA PATRICIA,100,0.005
4964,ALBA SOFIA,100,0.005
4965,ALBA TERESA,100,0.005
4966,ALEXIS,100,0.005
4967,AMEL,100,0.005
4968,ANDREA BEATRIZ,100,0.005
4969,ANGELA ROSARIO,100,0.005
4970,AROLA,100,0.005
4971,BIBIANA MARIA,100,0.005
4972,CANDY,100,0.005
4973,CARLA CRISTINA,100,0.005
4974,CARLA VICTORIA,100,0.005
4975,CARMEN LETICIA,100,0.005
4976,CARMEN MAGDALENA,100,0.005
4977,CLARA ESTHER,100,0.005
4978,CLARA LUISA,100,0.005
4979,DIANA PILAR,100,0.005
4980,EMMA LUCIA,100,0.005
4981,JAMAICA,100,0.005
4982,KATE,100,0.005
4983,KATIUSKA,100,0.005
4984,LUISA VICTORIA,100,0.005
4985,MARIA IRACHE,100,0.005
4986,MARIA TERESA PILAR,100,0.005
4987,MERCEDES CRISTINA,100,0.005
4988,MIA ISABELLA,100,0.005
4989,OLGA MERCEDES,100,0.005
4990,PELIGROS,100,0.005
4991,QUERUBINA,100,0.005
4992,SANDRA MARCELA,100,0.005
4993,SARA ALEJANDRA,100,0.005
4994,SARELA,100,0.005
4995,TIBURCIA,100,0.005
4996,UMBELINA,100,0.005
4997,ALEJANDRA BEATRIZ,99,0.005
4998,ALEXANDRA PATRICIA,99,0.005
4999,ANTONIA JUANA,99,0.005
5000,ARSELINA,99,0.005
